id,title,estimatedValue,entity_id,procurement_type_id,procurement_type,entity,sector,deadline,financial_year
88708,Supply and delivery of refrigerators and microwaves for Justice of family division and Luweero Chief Magistrate,234820000,19.0,3.0,Works,Courts of Judicature,"Justice, Law and Order",2023-11-10 00:00:00,2023-2024
88223,"procurment of Laboratory chemicals,Reagents, and Laboratory Soil Testing Reagents",4622880,600.0,1.0,Supplies,Mbale District Local Government,local government,2023-11-10 00:00:00,2023-2024
89249,"Supply of Sugar, Tealeaves and Coffee For Two Quarters",9336000,456.0,1.0,Supplies,Uganda Bureau of Statistics,Accountability,2023-11-10 00:00:00,2023-2024
88496,Motorvehicle repair UAV 184Z-FTF-PMU,7250000,418.0,2.0,Non-Consultancy Services,National Agricultural Research Organization,Agriculture,2023-11-10 00:00:00,2023-2024
90544,Laboratory Consumables and chemicals-Banana-FTF-Kawanda,19667000,418.0,1.0,Supplies,National Agricultural Research Organization,Agriculture,2023-11-10 00:00:00,2023-2024
90558,Hire of Kids Play Items for Toto Festival 2023,20225000,674.0,1.0,Supplies,NEW VISION PRINTING & PUBLISHING,Public Administration,2023-11-10 00:00:00,2023-2024
88521,Supply of Pesticides and fungicides for on farm trails-Soils-IFDC,38075000,418.0,1.0,Supplies,National Agricultural Research Organization,Agriculture,2023-11-10 00:00:00,2023-2024
88786,Venue for management Committee Retreat,34200000,381.0,2.0,Non-Consultancy Services,LAW DEVELOPMENT CENTRE,"Justice, Law and Order",2023-11-10 00:00:00,2023-2024
90592,Supply of Laptop Computer-FTF-PMU-Kawanda,5900000,418.0,1.0,Supplies,National Agricultural Research Organization,Agriculture,2023-11-10 00:00:00,2023-2024
90595,Laboratory Consumables-Soils Mapping-Devt-Kawanda,17634000,418.0,1.0,Supplies,National Agricultural Research Organization,Agriculture,2023-11-10 00:00:00,2023-2024
90608,Laboratory Consumables-Banana-GOU-DEVT-Kawanda,9354000,418.0,1.0,Supplies,National Agricultural Research Organization,Agriculture,2023-11-10 00:00:00,2023-2024
90360,Procurement for Supply & Delivery of Assorted Stationery & Toners for 2nd Quarter FY23/24,106003530,769.0,1.0,Supplies,Directorate of Government Analytical Laboratory,"Justice, Law and Order",2023-11-10 00:00:00,2023-2024
90621,Motor Vehicle Repair UAV184Z-FTF-PMU-Kawanda,7250000,418.0,2.0,Non-Consultancy Services,National Agricultural Research Organization,Agriculture,2023-11-10 00:00:00,2023-2024
90626,PROCUREMENT OF DRILLING OF BOREHOLES AT ASWA  (1 AND 2)  FARM PRISONS,127994600,689.0,2.0,Non-Consultancy Services,UGANDA PRISONS SERVICE,Public Administration,2023-11-09 00:00:00,2023-2024
90134,PROCUREMENT OF HEAVY DUTY PRINTER FOR IRMIS,44000000,394.0,1.0,Supplies,Ministry of Defence,Security,2023-11-09 00:00:00,2023-2024
90646,"REPAIR OF UG 0255U D/CABIN, UG 0142U TATA MINI TRUCK AND UG 0165U TATA LORRY",23170941,689.0,2.0,Non-Consultancy Services,UGANDA PRISONS SERVICE,Public Administration,2023-11-09 00:00:00,2023-2024
87833,"Renovation, Facelift, Construction of Exit and Barrier Gates and Installation of Security Personnel Container at Mutukula OSBP",370000000,478.0,3.0,Works,Uganda Revenue Authority,Accountability,2023-11-09 00:00:00,2023-2024
89890,PROCUREMENT OF VECTOR AND VENOM,423500000,394.0,1.0,Supplies,Ministry of Defence,Security,2023-11-09 00:00:00,2023-2024
88611,SUPPLY OF REPLACEMENT PARTS FOR PRIMARY SLUDGE PUMP-NWWTP SSD UNDER RESRVATION SCHEME,52000000,433.0,1.0,Supplies,National Water & Sewerage Corporation,Water and Environment,2023-11-09 00:00:00,2023-2024
88113,Supply of replacement parts for primary sludge pump -NWWTP SSD under Reservation Scheme.,61360000,433.0,1.0,Supplies,National Water & Sewerage Corporation,Water and Environment,2023-11-09 00:00:00,2023-2024
89405,Supply and delivery of Assorted Computer Accessories,8909000,457.0,1.0,Supplies,Uganda Coffee Development Authority,Agriculture,2023-11-09 00:00:00,2023-2024
89157,SUPPLY OF 40 FEET CONTAINER,29200000,460.0,1.0,Supplies,Uganda Electricity Distribution Company,Energy and Mineral Development,2023-11-09 00:00:00,2023-2024
89926,procurement of clothing items for deployment,119360000,394.0,1.0,Supplies,Ministry of Defence,Security,2023-11-09 00:00:00,2023-2024
87880,Supply of Diaries,19016550,467.0,1.0,Supplies,Insurance Regulatory Authority,"Lands, Housing and Urban Development",2023-11-09 00:00:00,2023-2024
89420,Supply and Delivery of Examination Consumables for CHUSS,8224600,385.0,1.0,Supplies,Makerere University,Education,2023-11-09 00:00:00,2023-2024
89422,Repair of motor vehicle UG 0229H,10500000,619.0,2.0,Non-Consultancy Services,Office of the Auditor General,Accountability,2023-11-09 00:00:00,2023-2024
88657,Portable Echo Machine with Linear,350000000,464.0,1.0,Supplies,Uganda Heart Institute,Health,2023-11-09 00:00:00,2023-2024
89193,Patient Monitors,525000000,464.0,1.0,Supplies,Uganda Heart Institute,Health,2023-11-09 00:00:00,2023-2024
88180,Supply and delivery of assorted computer accessories,8909000,457.0,1.0,Supplies,Uganda Coffee Development Authority,Agriculture,2023-11-09 00:00:00,2023-2024
89505,SUPPLY AND DELIVERY OF INTERNET EQUIPMENT FOR THE RELOCATION OF NETWORK AT CHUSS,18200000,385.0,1.0,Supplies,Makerere University,Education,2023-11-09 00:00:00,2023-2024
89520,SUPPLY AND DELIVERY OF ASSORTED EXAM MATERIALS FOR CHUSS,29889400,385.0,1.0,Supplies,Makerere University,Education,2023-11-09 00:00:00,2023-2024
88014,Supply of nitrogen gas and accessories for NWWTP under reservation scheme.,17700000,433.0,1.0,Supplies,National Water & Sewerage Corporation,Water and Environment,2023-11-09 00:00:00,2023-2024
90601,REQUEST FOR REPAIR OF UG0253U TOYOTA PICKUP DOUBLE CABIN,16301000,689.0,2.0,Non-Consultancy Services,UGANDA PRISONS SERVICE,Public Administration,2023-11-09 00:00:00,2023-2024
89600,Press Conference branding,15700000,479.0,2.0,Non-Consultancy Services,Uganda Tourism Board,Tourism,2023-11-08 00:00:00,2023-2024
88846,"Corporate Marketing Agency for Corporate Marketing, Events & Experiential Management, Company & Product Identity as well as Establish a Nation-Wide Network of Mobility Clubs in Uganda",195000000,806.0,4.0,Consultancy Services,Kiira Motors Corporation,uncategorised,2023-11-08 00:00:00,2023-2024
88852,"Supply of Ordnary Portland Cement for Civil Works in plants, Reservoirs and Boosters, WPD",5310000,433.0,1.0,Supplies,National Water & Sewerage Corporation,Water and Environment,2023-11-08 00:00:00,2023-2024
91930,Facilitation of executive management engagement at UEGCL,10000000,461.0,4.0,Consultancy Services,Uganda Electricity Generation Company,Energy and Mineral Development,2023-11-08 00:00:00,2023-2024
91932,Purchase of station wagon for Isimba HPP,255000000,461.0,1.0,Supplies,Uganda Electricity Generation Company,Energy and Mineral Development,2023-11-08 00:00:00,2023-2024
89127,Supply of Tyres For UAA 872F and UBD 176P,15800000,456.0,1.0,Supplies,Uganda Bureau of Statistics,Accountability,2023-11-08 00:00:00,2023-2024
89133,Supply of Tyres for UBK 788K,7600000,456.0,1.0,Supplies,Uganda Bureau of Statistics,Accountability,2023-11-08 00:00:00,2023-2024
88111,COLLECTION OF UCE AND UACE EXAMS,172500000,472.0,2.0,Non-Consultancy Services,Uganda National Examinations Board,Education,2023-11-08 00:00:00,2023-2024
89135,Procurement of Hard Wiping Software,30000000,456.0,4.0,Consultancy Services,Uganda Bureau of Statistics,Accountability,2023-11-08 00:00:00,2023-2024
89143,Repair of suspension system for UAY 055Z,5487064,456.0,4.0,Consultancy Services,Uganda Bureau of Statistics,Accountability,2023-11-08 00:00:00,2023-2024
87877,Supply of Notebooks,14000000,467.0,1.0,Supplies,Insurance Regulatory Authority,"Lands, Housing and Urban Development",2023-11-08 00:00:00,2023-2024
88651,Design and Production of Wall Calendars for 2024,15000000,482.0,2.0,Non-Consultancy Services,Uganda Wildlife Education Centre,Tourism,2023-11-08 00:00:00,2023-2024
88437,Supply of Promotional items for Research and Innovation,95097670,478.0,1.0,Supplies,Uganda Revenue Authority,Accountability,2023-11-08 00:00:00,2023-2024
89739,Smart board,45473550,796.0,1.0,Supplies,Parlimentary Pension Scheme,uncategorised,2023-11-08 00:00:00,2023-2024
88978,"SUPPLY OF WELDING MACHINES FOR MAINTENANCE WORKS, WPD",20060000,433.0,1.0,Supplies,National Water & Sewerage Corporation,Water and Environment,2023-11-08 00:00:00,2023-2024
90005,Request for 2 projectors,7257000,664.0,1.0,Supplies,INSPECTORATE OF GOVERNMENT,Accountability,2023-11-08 00:00:00,2023-2024
90008,Consultant to undertake research on the extent and cost of corruption in recruitment by district service comission,100000000,664.0,4.0,Consultancy Services,INSPECTORATE OF GOVERNMENT,Accountability,2023-11-08 00:00:00,2023-2024
89242,Hire of Conference Facilities and Refreshments for Dissemination of Nutrition Governance Baseline Report,25000000,456.0,4.0,Consultancy Services,Uganda Bureau of Statistics,Accountability,2023-11-08 00:00:00,2023-2024
89759,Supply and delivery of branded items,93760700,796.0,1.0,Supplies,Parlimentary Pension Scheme,uncategorised,2023-11-08 00:00:00,2023-2024
88062,Annual Servicing of the transformers at NWWTP and Kinawataka treatment Plant under reservation scheme,44840000,433.0,2.0,Non-Consultancy Services,National Water & Sewerage Corporation,Water and Environment,2023-11-08 00:00:00,2023-2024
89599,UTB calendars and Diaries,26250000,479.0,1.0,Supplies,Uganda Tourism Board,Tourism,2023-11-08 00:00:00,2023-2024
88315,Supply and delivery of Assorted Dining tables and Chairs,20100000,424.0,1.0,Supplies,National Drug Authority,Health,2023-11-07 21:00:00,2023-2024
89092,procurement of toner cartridges for COCIS,20000000,385.0,1.0,Supplies,Makerere University,Education,2023-11-07 00:00:00,2023-2024
89863,SERVICING OF FIRE EXTINGUISHERS,42480000,462.0,2.0,Non-Consultancy Services,Uganda Electricity Transmission Company,Energy and Mineral Development,2023-11-07 00:00:00,2023-2024
88845,Medical Insurance,233396000,453.0,2.0,Non-Consultancy Services,Uganda AIDS Commission,Health,2023-11-07 00:00:00,2023-2024
89875,PROCUREMENT OF SURGICAL EQUIPMENTS,41915000,394.0,1.0,Supplies,Ministry of Defence,Security,2023-11-07 00:00:00,2023-2024
89876,PROCUREMENT OF SURGICAL EQUIPMENTS,399750000,394.0,1.0,Supplies,Ministry of Defence,Security,2023-11-07 00:00:00,2023-2024
90391,Hard disk drive,50000000,26.0,1.0,Supplies,Electricity Regulatory Authority,Energy and Mineral Development,2023-11-07 00:00:00,2023-2024
90649,supply of Laboratory Supplies -Na,60000000,418.0,1.0,Supplies,National Agricultural Research Organization,Agriculture,2023-11-07 00:00:00,2023-2024
90139,PROCUREMENT OF MEDIA EQUIPMENT AND ACCESSORIES FOR OFFICE OF THE SPOKES PERSON,112500000,394.0,1.0,Supplies,Ministry of Defence,Security,2023-11-07 00:00:00,2023-2024
89141,"supply of examination materials for school of statistics, COBAMS",16100000,385.0,1.0,Supplies,Makerere University,Education,2023-11-07 00:00:00,2023-2024
90678,procurement of branded & visibility materials,10600000,418.0,1.0,Supplies,National Agricultural Research Organization,Agriculture,2023-11-07 00:00:00,2023-2024
89153,"DESIGN,PRINT AND SUPPLY OF WALL CALENDERS FOR 2024 FOR UEDCL",18000000,460.0,1.0,Supplies,Uganda Electricity Distribution Company,Energy and Mineral Development,2023-11-07 00:00:00,2023-2024
87882,Printing and Distribution of Copies of 2022 Market Report,13128052,467.0,2.0,Non-Consultancy Services,Insurance Regulatory Authority,"Lands, Housing and Urban Development",2023-11-07 00:00:00,2023-2024
89195,procurement of assorted stationery fot PIM COE project at COBAMS,24370000,385.0,1.0,Supplies,Makerere University,Education,2023-11-07 00:00:00,2023-2024
90745,supply of Laboratory Consumables -Na-,21915700,418.0,1.0,Supplies,National Agricultural Research Organization,Agriculture,2023-11-07 00:00:00,2023-2024
88187,Supply of accolades for Information Technology Department,30000000,478.0,1.0,Supplies,Uganda Revenue Authority,Accountability,2023-11-07 00:00:00,2023-2024
88211,Supply of Laboratory Reference Materials for URA Science LAB,22000000,478.0,1.0,Supplies,Uganda Revenue Authority,Accountability,2023-11-07 00:00:00,2023-2024
89004,Printing Tags & pouches for the 19th Graduation ceremony,22125000,380.0,4.0,Consultancy Services,Kyambogo University,Education,2023-11-07 00:00:00,2023-2024
88240,Upgradation of the Local Area Network (LAN) at Cotton House,45000000,18.0,1.0,Supplies,Cotton Development Organization,Agriculture,2023-11-07 00:00:00,2023-2024
87736,"Supply, Upgrade, Migration, Support and Maintenance of the Data Centre Core Network Infrastructure",7338841569,478.0,1.0,Supplies,Uganda Revenue Authority,Accountability,2023-11-07 00:00:00,2023-2024
90560,Public Address System,50400000,386.0,1.0,Supplies,Makerere University Business School,Education,2023-11-07 00:00:00,2023-2024
89041,SUPPLY OF ASSORTED STATIONERY FOR COCIS,12500000,385.0,1.0,Supplies,Makerere University,Education,2023-11-07 00:00:00,2023-2024
89045,supply of assorted cleaning materials for COCIS,16500000,385.0,1.0,Supplies,Makerere University,Education,2023-11-07 00:00:00,2023-2024
88297,"SUPPLY, DELIVERY AND INSTALLATION OF CHECK POINT FIREWALL AND MANAGEMENT SERVER LICENSES FOR 1 YEAR",108000000,472.0,1.0,Supplies,Uganda National Examinations Board,Education,2023-11-07 00:00:00,2023-2024
88308,Painting of 12 repeater masts in Protected Areas,40500000,481.0,2.0,Non-Consultancy Services,Uganda Wildlife Authority,Tourism,2023-11-07 00:00:00,2023-2024
89081,procurement of assorted examination materials for COBAMS,18100000,385.0,1.0,Supplies,Makerere University,Education,2023-11-07 00:00:00,2023-2024
89083,SUPPLY OF TONER FOR cobams General Administration activities,26170000,385.0,1.0,Supplies,Makerere University,Education,2023-11-07 00:00:00,2023-2024
91138,Supply & Installation of Mobile TV sets for TV West,15000000,674.0,1.0,Supplies,NEW VISION PRINTING & PUBLISHING,Public Administration,2023-11-06 00:00:00,2023-2024
90383,PROCUREMENT OF ACCOMODATION ITEMS FOR TROOPS ON A PREMISSION TRAINING -SINGO,147880000,394.0,1.0,Supplies,Ministry of Defence,Security,2023-11-06 00:00:00,2023-2024
89364,Supply and Delivery of Customized Promotional Materials Materials for UCC at the Africa Cinema Summit 2023,15360000,458.0,1.0,Supplies,Uganda Communications Commission,ICT and National Guidance,2023-11-06 00:00:00,2023-2024
88096,Supply and Installation of Curtain blinds at Gulu and Kamuli DT Offices,11044800,478.0,1.0,Supplies,Uganda Revenue Authority,Accountability,2023-11-06 00:00:00,2023-2024
88097,Installation of Bulbar for Motor Vehicle UBM 407X,8000000,478.0,2.0,Non-Consultancy Services,Uganda Revenue Authority,Accountability,2023-11-06 00:00:00,2023-2024
88098,Partitioning works and Installation of Storage Cabinet at Kampala North Office,49000000,478.0,3.0,Works,Uganda Revenue Authority,Accountability,2023-11-06 00:00:00,2023-2024
88630,Provision of Compound Maintenance of Kiruddu Sewage Treatment Plant,6000000,433.0,2.0,Non-Consultancy Services,National Water & Sewerage Corporation,Water and Environment,2023-11-06 00:00:00,2023-2024
88429,Hire of Venue for Toto kids Festival 2023,10000000,674.0,2.0,Non-Consultancy Services,NEW VISION PRINTING & PUBLISHING,Public Administration,2023-11-06 00:00:00,2023-2024
89216,Procurement of Hotel Services for stakeholders Meeting on Forcibly Displaced Persons Statistics,10760000,456.0,4.0,Consultancy Services,Uganda Bureau of Statistics,Accountability,2023-11-06 00:00:00,2023-2024
88968,SUPPLY OF CUTTING DISCS 9'' FOR STATIC PLANT REPAIRS AND MAINTENANCE OF TANKS AND PUMP INSTALLATION,32568000,433.0,1.0,Supplies,National Water & Sewerage Corporation,Water and Environment,2023-11-06 00:00:00,2023-2024
89225,Procurement of small Office equipment and Consumables,5450000,456.0,1.0,Supplies,Uganda Bureau of Statistics,Accountability,2023-11-06 00:00:00,2023-2024
88972,"SUPPLY OF CUTTING DISCS 9"" FOR STATIC PLANT REPAIRS AND MAINTENANCE OF TANKS AND PUMP INSTALLATION",32568000,433.0,1.0,Supplies,National Water & Sewerage Corporation,Water and Environment,2023-11-06 00:00:00,2023-2024
88487,SUPPLY OF EXTERNAL SERVICES BENCHMARKING PROMOTIONAL ITEMS,47200000,433.0,1.0,Supplies,National Water & Sewerage Corporation,Water and Environment,2023-11-06 00:00:00,2023-2024
87998,Supply of Buckets - Staff Hamper,52325000,478.0,1.0,Supplies,Uganda Revenue Authority,Accountability,2023-11-06 00:00:00,2023-2024
88511,Procurement of two (02) economy return air tickets to South Africa and one (01) return economy air ticket to China,13025000,684.0,1.0,Supplies,UGANDA DEVELOPMENT CORPORATION,Public Administration,2023-11-06 00:00:00,2023-2024
88001,"Construction of generator sheds at Butiaba, Kamuli, Hoima, Busitema Enforcement and Oraba Customs",64500000,478.0,3.0,Works,Uganda Revenue Authority,Accountability,2023-11-06 00:00:00,2023-2024
88002,Supply and Installation of Solar Inverter Charger at Ntoroko OSBP,21004000,478.0,1.0,Supplies,Uganda Revenue Authority,Accountability,2023-11-06 00:00:00,2023-2024
90306,Supply and Installation Of Mobile TV Sets for TV West,15000000,674.0,1.0,Supplies,NEW VISION PRINTING & PUBLISHING,Public Administration,2023-11-06 00:00:00,2023-2024
91090,"Single Servicing of Selected Firefighting Equipment at Statistics House And Entebbe, Excluding The Fire/Smoke Detection System",22872000,456.0,2.0,Non-Consultancy Services,Uganda Bureau of Statistics,Accountability,2023-11-06 00:00:00,2023-2024
88532,Provision of Preventive Maintenance and Routine Servicing of the Air Conditioning System Under a Framework Contract,48000000,622.0,2.0,Non-Consultancy Services,Uganda Road Fund,Works and Transport,2023-11-06 00:00:00,2023-2024
88534,Provision of Preventive Maintenance and Routine Servicing of the Lift System Under a Frame work Contract,37760000,622.0,2.0,Non-Consultancy Services,Uganda Road Fund,Works and Transport,2023-11-06 00:00:00,2023-2024
89306,Procurement of Printing Paper for the Production of Migration A&D Cards,26360000,456.0,1.0,Supplies,Uganda Bureau of Statistics,Accountability,2023-11-06 00:00:00,2023-2024
90607,Hire of venue for toto kids festival 2023,10000000,674.0,2.0,Non-Consultancy Services,NEW VISION PRINTING & PUBLISHING,Public Administration,2023-11-06 00:00:00,2023-2024
91902,Riverbank Restoration works at Nalubaale and Kiira Power Stations,1450680000,461.0,3.0,Works,Uganda Electricity Generation Company,Energy and Mineral Development,2023-11-06 00:00:00,2023-2024
88577,SUPPLY OF MECHANICAL SEAL/SHAFT SEAL CR/N32-150 HQQE FOR REPLACEMENT ON BOOSTER PUMP SETS WPD-GABA,23600000,433.0,1.0,Supplies,National Water & Sewerage Corporation,Water and Environment,2023-11-03 00:00:00,2023-2024
91393,Slash weeding of 500ha in different CFRs in Mwenge,75000000,427.0,2.0,Non-Consultancy Services,National Forestry Authority,Water and Environment,2023-11-03 00:00:00,2023-2024
88579,SUPPLY OF BEARING HYDRAULIC PULLER FOR KATOSI PLANT-WPD,23600000,433.0,1.0,Supplies,National Water & Sewerage Corporation,Water and Environment,2023-11-03 00:00:00,2023-2024
90656,PROCUREMENT OF SPARE PARTS FOR UG 0368U TATA PRIMA 3123 AND UG 0361U TATA MARCOPOLO 709,21491964,689.0,1.0,Supplies,UGANDA PRISONS SERVICE,Public Administration,2023-11-03 00:00:00,2023-2024
88378,Slash weeding of 500ha in different CFRs in Mwenge,75000000,427.0,2.0,Non-Consultancy Services,National Forestry Authority,Water and Environment,2023-11-03 00:00:00,2023-2024
90434,Renewal of Fire Wal Annual Licenses,7800000,836.0,1.0,Supplies,Lotteries and Gaming Regulatory Board,uncategorised,2023-11-03 00:00:00,2023-2024
87954,SUPPLY OF CHP GAS ENGINE OIL FOR SSD UNDER RESERVATION SCHEME,26019000,433.0,1.0,Supplies,National Water & Sewerage Corporation,Water and Environment,2023-11-03 00:00:00,2023-2024
87705,Supply of Assorted Office Stationery and  AssortedToners,264000000,738.0,1.0,Supplies,The Microfinance Support Centre Ltd,Interest Payments,2023-11-03 00:00:00,2023-2024
90011,SERVICE TO PRINT PRISONS FORMS AND BOOKS FOR STORES,30821600,689.0,2.0,Non-Consultancy Services,UGANDA PRISONS SERVICE,Public Administration,2023-11-03 00:00:00,2023-2024
87739,"Tree planting and weeding (Labour) along 6 Roads ( Nyaravur-Parombo, Akworo-Erussi-Goli, Goli-Kei, Akaba-Kucwiny, Agwok Kucwiny and Kucwiny-Orango Roads) and boundaries of all the 26 Health Units in the District",70000000,642.0,1.0,Supplies,Nebbi District Local Government,local government,2023-11-03 00:00:00,2023-2024
87740,Climate Analytical study of the district climate risk and vulnerability downscaled from the national Climate Risk and Vulnerability Report for key sectors ,14000000,642.0,2.0,Non-Consultancy Services,Nebbi District Local Government,local government,2023-11-03 00:00:00,2023-2024
87741,"Construction of Got-tar Dam with animal water trough, and borehole for household use (safe water)",300000000,642.0,3.0,Works,Nebbi District Local Government,local government,2023-11-03 00:00:00,2023-2024
87742,Supply of concrete pipped culvert for Acwera-Reussi road,100465211,642.0,1.0,Supplies,Nebbi District Local Government,local government,2023-11-03 00:00:00,2023-2024
87743,Supply of materials for low-cost sealing of 1.0 km road in Parombo Town council,303320160,642.0,1.0,Supplies,Nebbi District Local Government,local government,2023-11-03 00:00:00,2023-2024
88013,"Supply of construction materials for building maintenance jobs (repairs) Katosi, R&B and Gaba-WPD under reservation scheme",17700000,433.0,1.0,Supplies,National Water & Sewerage Corporation,Water and Environment,2023-11-03 00:00:00,2023-2024
88016,Supply of armoured cable for Banda booster under the reservation scheme,56050000,433.0,1.0,Supplies,National Water & Sewerage Corporation,Water and Environment,2023-11-03 00:00:00,2023-2024
88017,Supply of replacement parts for brake system of degreasing & degritting wheel motor under reservation scheme.,5900000,433.0,1.0,Supplies,National Water & Sewerage Corporation,Water and Environment,2023-11-03 00:00:00,2023-2024
88019,"Supply of ant rust spray, electronic cleaner for WPD repairs and maintenance use under reservation scheme.",17700000,433.0,1.0,Supplies,National Water & Sewerage Corporation,Water and Environment,2023-11-03 00:00:00,2023-2024
88789,Supply of Spare Pump F-140 Type couplings for Low level 03- Gaba 1- WPD,6726000,433.0,1.0,Supplies,National Water & Sewerage Corporation,Water and Environment,2023-11-03 00:00:00,2023-2024
88796,Supply of Replacement Spare part for Auto sampler vacuum Pump-NWWTP -SSD,8850000,433.0,1.0,Supplies,National Water & Sewerage Corporation,Water and Environment,2023-11-03 00:00:00,2023-2024
88541,Supply of heavy duty plastic manhole covers for SSD under the reservation scheme,99710000,433.0,1.0,Supplies,National Water & Sewerage Corporation,Water and Environment,2023-11-03 00:00:00,2023-2024
89572,supply of winding material for tororo HLP motor,14160000,433.0,1.0,Supplies,National Water & Sewerage Corporation,Water and Environment,2023-11-03 00:00:00,2023-2024
88037,"Supply of surface self-priming deep pumps for Katosi, WPD under reservation scheme.",14160000,433.0,1.0,Supplies,National Water & Sewerage Corporation,Water and Environment,2023-11-03 00:00:00,2023-2024
88038,Supply of submersible sludge mixer-Kinawataka pre-treatment Plant under reservation scheme.,17700000,433.0,1.0,Supplies,National Water & Sewerage Corporation,Water and Environment,2023-11-03 00:00:00,2023-2024
88807,Supply of Vibration Level Switches for SSD,7780000,433.0,1.0,Supplies,National Water & Sewerage Corporation,Water and Environment,2023-11-03 00:00:00,2023-2024
89575,Procurement of a consultant to deliver capacity building workshop for professional associations in bidding,43125000,479.0,4.0,Consultancy Services,Uganda Tourism Board,Tourism,2023-11-03 00:00:00,2023-2024
90088,LAW BOOKS FOR KABALE AND LIRA REGIONAL OFFICES,12000000,465.0,2.0,Non-Consultancy Services,Uganda Human Rights Commission,"Justice, Law and Order",2023-11-03 00:00:00,2023-2024
90089,Framework Contract for Supply & Delivery of Assorted Office Stationery & Toners,264000000,738.0,1.0,Supplies,The Microfinance Support Centre Ltd,Interest Payments,2023-11-03 00:00:00,2023-2024
88816,Supply of heavy duty plastic manhole covers for SSD under the reservation scheme,99710000,433.0,1.0,Supplies,National Water & Sewerage Corporation,Water and Environment,2023-11-03 00:00:00,2023-2024
88059,": Supply of Bearing Hydraulic puller for Katosi plant - WPD, under Reservation Scheme",23600000,433.0,1.0,Supplies,National Water & Sewerage Corporation,Water and Environment,2023-11-03 00:00:00,2023-2024
88060,"Supply of 90kW, 3 phase induction Surface spare Motor for Cent. Park pump – WPD under the Reservation Scheme",29500000,433.0,1.0,Supplies,National Water & Sewerage Corporation,Water and Environment,2023-11-03 00:00:00,2023-2024
88061,Supply of Safety shoes for new joiners in the WPD under Reservation Scheme,15104000,433.0,1.0,Supplies,National Water & Sewerage Corporation,Water and Environment,2023-11-03 00:00:00,2023-2024
90368,"Procurement for Design, Supply & Delivery of Calendars, Diaries, Christmas Cards and Pull Ups",32650000,769.0,1.0,Supplies,Directorate of Government Analytical Laboratory,"Justice, Law and Order",2023-11-02 00:00:00,2023-2024
90118,Revenue Collection from Lorries and pick-ups Northern Division,7200000,589.0,2.0,Non-Consultancy Services,Jinja Municipal Council,Municipal,2023-11-02 00:00:00,2023-2024
90121,REVENUE COLLECTION FROM BOAT LANDING,8400000,589.0,2.0,Non-Consultancy Services,Jinja Municipal Council,Municipal,2023-11-02 00:00:00,2023-2024
90122,Collection of revenue from Mpumudde Residential Kiosks,16320000,589.0,2.0,Non-Consultancy Services,Jinja Municipal Council,Municipal,2023-11-02 00:00:00,2023-2024
90154,REVENUE COLLECTION FROM KAZIMINGI MARKET,350000,589.0,2.0,Non-Consultancy Services,Jinja Municipal Council,Municipal,2023-11-02 00:00:00,2023-2024
91466,Supply and Delivery of Tablets Pcs,67200000,589.0,1.0,Supplies,Jinja Municipal Council,Municipal,2023-11-02 00:00:00,2023-2024
90729,Supply of Stationery for Replenishment of Stock,50350000,25.0,1.0,Supplies,Electoral Commission,Public Administration,2023-11-02 00:00:00,2023-2024
88171,Construction and Rehabilitation of facilities at Nyabushabi Primary School,235000000,624.0,3.0,Works,Kabale District Local Government,local government,2023-11-02 00:00:00,2023-2024
88172,Construction of a twin staff house at Karujanga HCIII,185000000,624.0,3.0,Works,Kabale District Local Government,local government,2023-11-02 00:00:00,2023-2024
88173,Rehabilitation of Kabaraga GFS,59000000,624.0,3.0,Works,Kabale District Local Government,local government,2023-11-02 00:00:00,2023-2024
88174,Design and Documentation of Kamukungu-Iremera water supply system and supply of water to upgraded Karujanga HCIII,42000000,624.0,4.0,Consultancy Services,Kabale District Local Government,local government,2023-11-02 00:00:00,2023-2024
88175,Rehabilitation and Extension of Kisibo-kiruruma-Mukiyovu GFS in Kibuga Subcounty,139310420,624.0,3.0,Works,Kabale District Local Government,local government,2023-11-02 00:00:00,2023-2024
90735,PROCUREMENT OF ART PAPERS FOR PRODUCTION OF SERVICE WALL CALENDARS FOR YEAR 2024,28379000,689.0,1.0,Supplies,UGANDA PRISONS SERVICE,Public Administration,2023-11-02 00:00:00,2023-2024
90260,Revenue Collection from Rubaga Market,350000,589.0,2.0,Non-Consultancy Services,Jinja Municipal Council,Municipal,2023-11-02 00:00:00,2023-2024
89237,PROCUREMENT OF MEDICAL INSURANCE SERVICES FOR STAFF LGFC,180000000,384.0,2.0,Non-Consultancy Services,Local Government Finance Commission,local government,2023-11-02 00:00:00,2023-2024
90017,procurement of logistical requirements to support operations,451800000,394.0,1.0,Supplies,Ministry of Defence,Security,2023-11-02 00:00:00,2023-2024
89525,Supply of Printing Paper for UCC (FRAMEWORK CONTRACT),38700000,458.0,1.0,Supplies,Uganda Communications Commission,ICT and National Guidance,2023-11-02 00:00:00,2023-2024
88509,procurement of logistical requirements.,451800000,394.0,1.0,Supplies,Ministry of Defence,Security,2023-11-02 00:00:00,2023-2024
87999,Plumbing and Civil works at URA Short Tower,12600000,478.0,3.0,Works,Uganda Revenue Authority,Accountability,2023-11-02 00:00:00,2023-2024
88515,EIIC Assorted Stationery & Training materials,60966000,386.0,1.0,Supplies,Makerere University Business School,Education,2023-11-02 00:00:00,2023-2024
